"","date","time","round","period","team","score","tries","try_assists","conversions","conversion_attempts","penalty_goals","penalty_goal_attempts","field_goals","field_goal_attempts","sin_bins","send_offs","penalties","scrums","sets","completions","total_runs","total_runs_metres","hitups","hitups_metres","runs","runs_metres","dummy_half_runs","dummy_half_runs_metres","first_receiver_runs","first_receiver_runs_metres","ruck_runs","ruck_runs_metres","kick_return_runs","kick_return_runs_metres","total_runs_in_general_play","total_runs_in_general_play_metres","line_breaks","line_break_assists","tackle_breaks","receives","tackles","one_on_one_tackles","ineffective_tackles","missed_tackles","offloads","errors","kicks","kicks_metres","forty_twenty_kicks","line_dropouts","play_the_balls_total","play_the_balls_slow","play_the_balls_neutral","play_the_balls_fast","possession_percent","used_plays","unused_plays","possession_efficiency_percent"
"49","2015-08-20","7:45PM","24","match","St George Illawarra","19","2","1","2","2","3","3","1","2","","","7","5","36","25","146","1322","71","682","32","228","9","78","7","55","12","119","6","73","131","1162","2","2","34","353","335","9","20","29","7","12","15 (498m) | 0 | 2","15 (498m) | 0 | 2","15 (498m) | 0 | 2","15 (498m) | 0 | 2","129 | 20 | 79 | 30","129 | 20 | 79 | 30","129 | 20 | 79 | 30","129 | 20 | 79 | 30","52% | 154 | 42 | 79%","52% | 154 | 42 | 79%","52% | 154 | 42 | 79%","52% | 154 | 42 | 79%"
"50","2015-08-20","7:45PM","24","1st_half","St George Illawarra","10","1","1","1","1","2","2","0","1","","","5","1","17","11","63","585","34","319","20","182","3","23","0","0","0","0","2","25","57","524","1","1","11","161","183","1","12","9","1","7","5 (133m) | 0 | 2","5 (133m) | 0 | 2","5 (133m) | 0 | 2","5 (133m) | 0 | 2","54 | 12 | 28 | 14","54 | 12 | 28 | 14","54 | 12 | 28 | 14","54 | 12 | 28 | 14","48% | 64 | 26 | 71%","48% | 64 | 26 | 71%","48% | 64 | 26 | 71%","48% | 64 | 26 | 71%"
"51","2015-08-20","7:45PM","24","2nd_half","St George Illawarra","9","1","0","1","1","1","1","1","1","","","2","4","19","14","83","737","37","363","12","46","6","55","7","55","12","119","4","48","74","638","1","1","23","192","152","8","8","20","6","5","10 (365m) | 0 | 0","10 (365m) | 0 | 0","10 (365m) | 0 | 0","10 (365m) | 0 | 0","75 | 8 | 51 | 16","75 | 8 | 51 | 16","75 | 8 | 51 | 16","75 | 8 | 51 | 16","56% | 90 | 16 | 85%","56% | 90 | 16 | 85%","56% | 90 | 16 | 85%","56% | 90 | 16 | 85%"
"52","2015-08-20","7:45PM","24","match","Penrith","12","2","2","1","2","1","1","0","0","","","9","7","40","25","165","1337","77","636","43","336","9","53","11","98","4","37","15","109","144","1160","3","3","29","362","323","18","11","34","16","14","13 (396m) | 0 | 3","13 (396m) | 0 | 3","13 (396m) | 0 | 3","13 (396m) | 0 | 3","117 | 20 | 78 | 19","117 | 20 | 78 | 19","117 | 20 | 78 | 19","117 | 20 | 78 | 19","48% | 149 | 49 | 75%","48% | 149 | 49 | 75%","48% | 149 | 49 | 75%","48% | 149 | 49 | 75%"
"53","2015-08-20","7:45PM","24","1st_half","Penrith","10","2","2","1","2","0","0","0","0","","","5","7","20","15","81","576","45","356","20","94","1","10","2","16","1","4","8","50","69","480","1","1","9","188","147","6","3","11","10","5","8 (245m) | 0 | 0","8 (245m) | 0 | 0","8 (245m) | 0 | 0","8 (245m) | 0 | 0","58 | 14 | 39 | 5","58 | 14 | 39 | 5","58 | 14 | 39 | 5","58 | 14 | 39 | 5","52% | 75 | 16 | 82%","52% | 75 | 16 | 82%","52% | 75 | 16 | 82%","52% | 75 | 16 | 82%"
"54","2015-08-20","7:45PM","24","2nd_half","Penrith","2","0","0","0","0","1","1","0","0","","","4","7","20","10","84","761","32","280","23","242","8","43","9","82","3","33","7","59","75","680","2","2","20","174","176","12","8","23","6","9","5 (151m) | 0 | 3","5 (151m) | 0 | 3","5 (151m) | 0 | 3","5 (151m) | 0 | 3","59 | 6 | 39 | 14","59 | 6 | 39 | 14","59 | 6 | 39 | 14","59 | 6 | 39 | 14","44% | 74 | 33 | 69%","44% | 74 | 33 | 69%","44% | 74 | 33 | 69%","44% | 74 | 33 | 69%"
"55","2015-08-21","7:45PM","24","match","South Sydney","18","3","2","3","3","0","0","0","0","","","7","6","40","33","165","1451","70","601","31","231","15","151","26","225","8","71","10","135","150","1279","3","1","27","428","349","7","21","35","11","8","20 (601m) | 0 | 1","20 (601m) | 0 | 1","20 (601m) | 0 | 1","20 (601m) | 0 | 1","148 | 16 | 90 | 42","148 | 16 | 90 | 42","148 | 16 | 90 | 42","148 | 16 | 90 | 42","52% | 174 | 29 | 86%","52% | 174 | 29 | 86%","52% | 174 | 29 | 86%","52% | 174 | 29 | 86%"
"56","2015-08-21","7:45PM","24","1st_half","South Sydney","0","0","0","0","0","0","0","0","0","","","5","5","22","17","76","639","35","289","14","85","7","75","12","100","1","8","7","82","69","557","1","0","7","191","199","3","14","12","3","5","8 (269m) | 0 | 0","8 (269m) | 0 | 0","8 (269m) | 0 | 0","8 (269m) | 0 | 0","64 | 3 | 35 | 26","64 | 3 | 35 | 26","64 | 3 | 35 | 26","64 | 3 | 35 | 26","45% | 79 | 25 | 76%","45% | 79 | 25 | 76%","45% | 79 | 25 | 76%","45% | 79 | 25 | 76%"
"57","2015-08-21","7:45PM","24","2nd_half","South Sydney","18","3","2","3","3","0","0","0","0","","","2","1","18","16","89","812","35","312","17","146","8","76","14","125","7","63","3","53","81","722","2","1","20","237","150","4","7","23","8","3","12 (332m) | 0 | 1","12 (332m) | 0 | 1","12 (332m) | 0 | 1","12 (332m) | 0 | 1","84 | 13 | 55 | 16","84 | 13 | 55 | 16","84 | 13 | 55 | 16","84 | 13 | 55 | 16","59% | 95 | 4 | 96%","59% | 95 | 4 | 96%","59% | 95 | 4 | 96%","59% | 95 | 4 | 96%"
"58","2015-08-21","7:45PM","24","match","Canterbury-Bankstown","32","6","7","4","6","0","0","0","1","","","4","5","36","27","164","1532","76","689","35","326","10","106","20","177","2","16","14","137","143","1314","6","6","35","404","345","9","17","27","13","14","18 (535m) | 0 | 1","18 (535m) | 0 | 1","18 (535m) | 0 | 1","18 (535m) | 0 | 1","138 | 25 | 84 | 29","138 | 25 | 84 | 29","138 | 25 | 84 | 29","138 | 25 | 84 | 29","48% | 167 | 25 | 87%","48% | 167 | 25 | 87%","48% | 167 | 25 | 87%","48% | 167 | 25 | 87%"
"59","2015-08-21","7:45PM","24","1st_half","Canterbury-Bankstown","22","4","4","3","4","0","0","0","1","","","2","5","20","16","96","852","51","462","20","164","3","28","11","86","0","0","7","64","85","740","4","4","12","223","156","1","5","7","9","9","9 (301m) | 0 | 0","9 (301m) | 0 | 0","9 (301m) | 0 | 0","9 (301m) | 0 | 0","79 | 9 | 53 | 17","79 | 9 | 53 | 17","79 | 9 | 53 | 17","79 | 9 | 53 | 17","55% | 95 | 13 | 88%","55% | 95 | 13 | 88%","55% | 95 | 13 | 88%","55% | 95 | 13 | 88%"
"60","2015-08-21","7:45PM","24","2nd_half","Canterbury-Bankstown","10","2","3","1","2","0","0","0","0","","","2","5","16","11","68","680","25","227","15","162","7","78","9","91","2","16","7","73","58","574","2","2","23","181","189","8","12","20","4","5","9 (234m) | 0 | 1","9 (234m) | 0 | 1","9 (234m) | 0 | 1","9 (234m) | 0 | 1","59 | 16 | 31 | 12","59 | 16 | 31 | 12","59 | 16 | 31 | 12","59 | 16 | 31 | 12","41% | 72 | 12 | 86%","41% | 72 | 12 | 86%","41% | 72 | 12 | 86%","41% | 72 | 12 | 86%"
"61","2015-08-22","3:00PM","24","match","Cronulla","40","7","5","5","7","1","1","0","0","","","6","6","39","28","170","1638","75","648","58","647","11","83","11","84","1","13","7","115","156","1475","8","4","32","399","238","10","16","26","14","10","12 (348m) | 0 | 2","12 (348m) | 0 | 2","12 (348m) | 0 | 2","12 (348m) | 0 | 2","132 | 47 | 67 | 18","132 | 47 | 67 | 18","132 | 47 | 67 | 18","132 | 47 | 67 | 18","57% | 165 | 34 | 83%","57% | 165 | 34 | 83%","57% | 165 | 34 | 83%","57% | 165 | 34 | 83%"
"62","2015-08-22","3:00PM","24","1st_half","Cronulla","20","3","2","3","3","1","1","0","0","","","3","4","20","15","104","897","44","394","39","327","6","40","6","39","0","0","4","63","95","800","5","2","18","228","115","7","4","9","11","5","6 (236m) | 0 | 0","6 (236m) | 0 | 0","6 (236m) | 0 | 0","6 (236m) | 0 | 0","82 | 32 | 41 | 9","82 | 32 | 41 | 9","82 | 32 | 41 | 9","82 | 32 | 41 | 9","65% | 99 | 9 | 92%","65% | 99 | 9 | 92%","65% | 99 | 9 | 92%","65% | 99 | 9 | 92%"
"63","2015-08-22","3:00PM","24","2nd_half","Cronulla","20","4","3","2","4","0","0","0","0","","","3","2","19","13","66","741","31","254","19","320","5","43","5","45","1","13","3","52","61","675","3","2","14","171","123","3","12","17","3","5","6 (112m) | 0 | 2","6 (112m) | 0 | 2","6 (112m) | 0 | 2","6 (112m) | 0 | 2","50 | 15 | 26 | 9","50 | 15 | 26 | 9","50 | 15 | 26 | 9","50 | 15 | 26 | 9","48% | 66 | 25 | 73%","48% | 66 | 25 | 73%","48% | 66 | 25 | 73%","48% | 66 | 25 | 73%"
"64","2015-08-22","3:00PM","24","match","Wests Tigers","18","3","1","3","3","0","0","0","0","","","4","3","30","18","124","1214","57","507","33","362","12","122","10","88","0","0","6","60","112","1079","4","3","26","300","328","16","22","32","9","16","13 (416m) | 0 | 0","13 (416m) | 0 | 0","13 (416m) | 0 | 0","13 (416m) | 0 | 0","99 | 11 | 62 | 26","99 | 11 | 62 | 26","99 | 11 | 62 | 26","99 | 11 | 62 | 26","43% | 116 | 41 | 74%","43% | 116 | 41 | 74%","43% | 116 | 41 | 74%","43% | 116 | 41 | 74%"
"65","2015-08-22","3:00PM","24","1st_half","Wests Tigers","6","1","1","1","1","0","0","0","0","","","3","3","15","8","56","596","25","219","19","250","6","69","1","9","0","0","4","33","51","547","1","2","9","132","207","11","17","18","2","10","5 (145m) | 0 | 0","5 (145m) | 0 | 0","5 (145m) | 0 | 0","5 (145m) | 0 | 0","45 | 10 | 24 | 11","45 | 10 | 24 | 11","45 | 10 | 24 | 11","45 | 10 | 24 | 11","35% | 53 | 21 | 72%","35% | 53 | 21 | 72%","35% | 53 | 21 | 72%","35% | 53 | 21 | 72%"
"66","2015-08-22","3:00PM","24","2nd_half","Wests Tigers","12","2","0","2","2","0","0","0","0","","","1","3","15","10","68","618","32","288","14","112","6","53","9","79","0","0","2","27","61","532","3","1","17","168","121","5","5","14","7","6","8 (271m) | 0 | 0","8 (271m) | 0 | 0","8 (271m) | 0 | 0","8 (271m) | 0 | 0","54 | 1 | 38 | 15","54 | 1 | 38 | 15","54 | 1 | 38 | 15","54 | 1 | 38 | 15","52% | 63 | 20 | 76%","52% | 63 | 20 | 76%","52% | 63 | 20 | 76%","52% | 63 | 20 | 76%"
"67","2015-08-22","7:30PM","24","match","Warriors","16","3","2","2","3","0","0","0","0","","","8","2","26","21","112","960","68","572","20","171","5","53","7","66","1","9","7","50","101","871","3","0","16","275","382","9","28","32","9","10","12 (307m) | 0 | 5","12 (307m) | 0 | 5","12 (307m) | 0 | 5","12 (307m) | 0 | 5","91 | 20 | 49 | 22","91 | 20 | 49 | 22","91 | 20 | 49 | 22","91 | 20 | 49 | 22","38% | 114 | 12 | 90%","38% | 114 | 12 | 90%","38% | 114 | 12 | 90%","38% | 114 | 12 | 90%"
"68","2015-08-22","7:30PM","24","1st_half","Warriors","16","3","2","2","3","0","0","0","0","","","1","2","12","12","57","474","38","294","9","78","1","10","2","33","1","9","2","11","51","424","2","0","10","150","187","7","13","15","4","2","10 (256m) | 0 | 3","10 (256m) | 0 | 3","10 (256m) | 0 | 3","10 (256m) | 0 | 3","51 | 12 | 27 | 12","51 | 12 | 27 | 12","51 | 12 | 27 | 12","51 | 12 | 27 | 12","43% | 63 | 0 | 100%","43% | 63 | 0 | 100%","43% | 63 | 0 | 100%","43% | 63 | 0 | 100%"
"69","2015-08-22","7:30PM","24","2nd_half","Warriors","0","0","0","0","0","0","0","0","0","","","7","0","14","9","55","486","30","278","11","93","4","43","5","33","0","0","5","39","50","447","1","0","6","125","195","2","15","17","5","8","2 (51m) | 0 | 2","2 (51m) | 0 | 2","2 (51m) | 0 | 2","2 (51m) | 0 | 2","40 | 8 | 22 | 10","40 | 8 | 22 | 10","40 | 8 | 22 | 10","40 | 8 | 22 | 10","34% | 51 | 12 | 81%","34% | 51 | 12 | 81%","34% | 51 | 12 | 81%","34% | 51 | 12 | 81%"
"70","2015-08-22","7:30PM","24","match","North Queensland","50","9","10","7","9","0","0","0","0","","","11","3","40","36","177","1632","104","936","33","279","5","31","13","149","2","12","7","62","157","1407","8","8","32","458","238","10","18","16","15","5","19 (548m) | 0 | 0","19 (548m) | 0 | 0","19 (548m) | 0 | 0","19 (548m) | 0 | 0","146 | 42 | 75 | 29","146 | 42 | 75 | 29","146 | 42 | 75 | 29","146 | 42 | 75 | 29","62% | 175 | 14 | 93%","62% | 175 | 14 | 93%","62% | 175 | 14 | 93%","62% | 175 | 14 | 93%"
"71","2015-08-22","7:30PM","24","1st_half","North Queensland","24","4","4","4","4","0","0","0","0","","","4","3","20","17","84","747","54","470","15","126","2","10","1","8","1","6","5","40","73","620","4","4","15","217","133","8","8","10","7","3","8 (217m) | 0 | 0","8 (217m) | 0 | 0","8 (217m) | 0 | 0","8 (217m) | 0 | 0","68 | 25 | 26 | 17","68 | 25 | 26 | 17","68 | 25 | 26 | 17","68 | 25 | 26 | 17","57% | 84 | 13 | 87%","57% | 84 | 13 | 87%","57% | 84 | 13 | 87%","57% | 84 | 13 | 87%"
"72","2015-08-22","7:30PM","24","2nd_half","North Queensland","26","5","6","3","5","0","0","0","0","","","7","3","20","19","93","885","50","466","18","153","3","21","12","141","1","6","2","22","84","787","4","4","17","241","105","2","10","6","8","2","11 (331m) | 0 | 0","11 (331m) | 0 | 0","11 (331m) | 0 | 0","11 (331m) | 0 | 0","78 | 17 | 49 | 12","78 | 17 | 49 | 12","78 | 17 | 49 | 12","78 | 17 | 49 | 12","66% | 91 | 1 | 99%","66% | 91 | 1 | 99%","66% | 91 | 1 | 99%","66% | 91 | 1 | 99%"
"73","2015-08-22","7:45PM","24","match","Sydney Roosters","12","2","2","1","2","1","1","0","0","","","5","9","43","33","189","1914","63","636","33","287","8","83","45","435","14","145","20","255","163","1586","2","1","29","482","346","24","17","36","10","9","26 (685m) | 0 | 1","26 (685m) | 0 | 1","26 (685m) | 0 | 1","26 (685m) | 0 | 1","169 | 30 | 116 | 23","169 | 30 | 116 | 23","169 | 30 | 116 | 23","169 | 30 | 116 | 23","54% | 203 | 28 | 88%","54% | 203 | 28 | 88%","54% | 203 | 28 | 88%","54% | 203 | 28 | 88%"
"74","2015-08-22","7:45PM","24","1st_half","Sydney Roosters","8","1","1","1","1","1","1","0","0","","","3","5","24","19","114","1180","41","420","22","191","3","39","24","221","8","90","12","174","98","961","2","1","21","288","166","6","5","12","8","4","14 (431m) | 0 | 0","14 (431m) | 0 | 0","14 (431m) | 0 | 0","14 (431m) | 0 | 0","100 | 16 | 69 | 15","100 | 16 | 69 | 15","100 | 16 | 69 | 15","100 | 16 | 69 | 15","59% | 120 | 10 | 92%","59% | 120 | 10 | 92%","59% | 120 | 10 | 92%","59% | 120 | 10 | 92%"
"75","2015-08-22","7:45PM","24","2nd_half","Sydney Roosters","4","1","1","0","1","0","0","0","0","","","2","4","19","14","75","734","22","216","11","96","5","44","21","214","6","55","8","81","65","625","0","0","8","194","180","18","12","24","2","5","12 (254m) | 0 | 1","12 (254m) | 0 | 1","12 (254m) | 0 | 1","12 (254m) | 0 | 1","69 | 14 | 47 | 8","69 | 14 | 47 | 8","69 | 14 | 47 | 8","69 | 14 | 47 | 8","48% | 83 | 18 | 82%","48% | 83 | 18 | 82%","48% | 83 | 18 | 82%","48% | 83 | 18 | 82%"
"76","2015-08-22","7:45PM","24","match","Brisbane","10","2","2","1","2","0","0","0","0","","","4","3","39","30","158","1284","64","494","32","259","13","136","9","57","24","186","12","99","142","1132","2","2","36","388","412","17","16","29","9","11","24 (844m) | 0 | 2","24 (844m) | 0 | 2","24 (844m) | 0 | 2","24 (844m) | 0 | 2","145 | 34 | 97 | 14","145 | 34 | 97 | 14","145 | 34 | 97 | 14","145 | 34 | 97 | 14","46% | 170 | 34 | 83%","46% | 170 | 34 | 83%","46% | 170 | 34 | 83%","46% | 170 | 34 | 83%"
"77","2015-08-22","7:45PM","24","1st_half","Brisbane","0","0","0","0","0","0","0","0","0","","","1","3","16","14","69","539","31","239","11","96","3","32","5","27","12","88","7","57","62","482","0","0","12","182","248","9","13","21","2","4","14 (524m) | 0 | 1","14 (524m) | 0 | 1","14 (524m) | 0 | 1","14 (524m) | 0 | 1","69 | 18 | 45 | 6","69 | 18 | 45 | 6","69 | 18 | 45 | 6","69 | 18 | 45 | 6","41% | 80 | 8 | 91%","41% | 80 | 8 | 91%","41% | 80 | 8 | 91%","41% | 80 | 8 | 91%"
"78","2015-08-22","7:45PM","24","2nd_half","Brisbane","10","2","2","1","2","0","0","0","0","","","3","3","23","16","89","745","33","255","21","163","10","104","4","30","12","98","5","42","80","650","2","2","24","206","164","8","3","8","7","7","10 (320m) | 0 | 1","10 (320m) | 0 | 1","10 (320m) | 0 | 1","10 (320m) | 0 | 1","76 | 16 | 52 | 8","76 | 16 | 52 | 8","76 | 16 | 52 | 8","76 | 16 | 52 | 8","52% | 90 | 26 | 78%","52% | 90 | 26 | 78%","52% | 90 | 26 | 78%","52% | 90 | 26 | 78%"
"79","2015-08-23","2:00PM","24","match","Gold Coast","28","5","5","2","5","2","2","0","0","","","8","6","38","25","166","1535","67","540","49","448","31","379","5","40","0","0","6","42","152","1407","8","3","30","372","274","17","13","19","7","13","15 (257m) | 1 | 0","15 (257m) | 1 | 0","15 (257m) | 1 | 0","15 (257m) | 1 | 0","126 | 33 | 65 | 28","126 | 33 | 65 | 28","126 | 33 | 65 | 28","126 | 33 | 65 | 28","53% | 145 | 36 | 80%","53% | 145 | 36 | 80%","53% | 145 | 36 | 80%","53% | 145 | 36 | 80%"
"80","2015-08-23","2:00PM","24","1st_half","Gold Coast","14","3","3","1","3","0","0","0","0","","","2","4","16","9","67","582","31","255","15","117","12","130","2","24","0","0","4","28","60","526","2","1","9","153","156","7","4","14","2","7","6 (119m) | 0 | 0","6 (119m) | 0 | 0","6 (119m) | 0 | 0","6 (119m) | 0 | 0","50 | 10 | 28 | 12","50 | 10 | 28 | 12","50 | 10 | 28 | 12","50 | 10 | 28 | 12","44% | 55 | 21 | 72%","44% | 55 | 21 | 72%","44% | 55 | 21 | 72%","44% | 55 | 21 | 72%"
"81","2015-08-23","2:00PM","24","2nd_half","Gold Coast","14","2","2","1","2","2","2","0","0","","","6","2","22","16","99","953","36","285","34","331","19","249","3","16","0","0","2","14","92","881","6","2","21","219","118","10","9","5","5","6","9 (138m) | 1 | 0","9 (138m) | 1 | 0","9 (138m) | 1 | 0","9 (138m) | 1 | 0","76 | 23 | 37 | 16","76 | 23 | 37 | 16","76 | 23 | 37 | 16","76 | 23 | 37 | 16","60% | 90 | 15 | 86%","60% | 90 | 15 | 86%","60% | 90 | 15 | 86%","60% | 90 | 15 | 86%"
"82","2015-08-23","2:00PM","24","match","Canberra","12","2","1","2","2","0","0","0","0","","","8","11","34","22","136","1252","89","822","22","237","12","88","6","38","0","0","4","21","129","1185","3","2","19","325","315","17","10","30","7","12","15 (288m) | 0 | 1","15 (288m) | 0 | 1","15 (288m) | 0 | 1","15 (288m) | 0 | 1","113 | 33 | 52 | 28","113 | 33 | 52 | 28","113 | 33 | 52 | 28","113 | 33 | 52 | 28","47% | 136 | 36 | 79%","47% | 136 | 36 | 79%","47% | 136 | 36 | 79%","47% | 136 | 36 | 79%"
"83","2015-08-23","2:00PM","24","1st_half","Canberra","12","2","1","2","2","0","0","0","0","","","7","11","21","15","77","686","54","480","11","99","4","28","3","20","0","0","2","13","72","627","2","1","14","187","131","7","4","9","2","7","7 (147m) | 0 | 0","7 (147m) | 0 | 0","7 (147m) | 0 | 0","7 (147m) | 0 | 0","63 | 17 | 33 | 13","63 | 17 | 33 | 13","63 | 17 | 33 | 13","63 | 17 | 33 | 13","56% | 80 | 19 | 81%","56% | 80 | 19 | 81%","56% | 80 | 19 | 81%","56% | 80 | 19 | 81%"
"84","2015-08-23","2:00PM","24","2nd_half","Canberra","0","0","0","0","0","0","0","0","0","","","1","11","13","7","59","566","35","342","11","138","8","60","3","18","0","0","2","8","57","558","1","1","5","138","184","10","6","21","5","5","8 (141m) | 0 | 1","8 (141m) | 0 | 1","8 (141m) | 0 | 1","8 (141m) | 0 | 1","50 | 16 | 19 | 15","50 | 16 | 19 | 15","50 | 16 | 19 | 15","50 | 16 | 19 | 15","40% | 56 | 17 | 77%","40% | 56 | 17 | 77%","40% | 56 | 17 | 77%","40% | 56 | 17 | 77%"
"85","2015-08-23","4:00PM","24","match","Manly","16","3","1","2","3","0","0","0","0","","","6","9","39","24","147","1211","67","484","41","339","11","79","16","157","1","8","7","92","136","1067","4","0","28","369","333","7","14","23","7","16","15 (479m) | 0 | 2","15 (479m) | 0 | 2","15 (479m) | 0 | 2","15 (479m) | 0 | 2","118 | 35 | 61 | 22","118 | 35 | 61 | 22","118 | 35 | 61 | 22","118 | 35 | 61 | 22","44% | 147 | 45 | 77%","44% | 147 | 45 | 77%","44% | 147 | 45 | 77%","44% | 147 | 45 | 77%"
"86","2015-08-23","4:00PM","24","1st_half","Manly","10","2","1","1","2","0","0","0","0","","","3","3","19","13","63","527","25","193","13","120","4","20","12","120","1","8","5","49","55","461","2","0","10","152","175","1","11","14","4","5","8 (332m) | 0 | 2","8 (332m) | 0 | 2","8 (332m) | 0 | 2","8 (332m) | 0 | 2","49 | 10 | 33 | 6","49 | 10 | 33 | 6","49 | 10 | 33 | 6","49 | 10 | 33 | 6","38% | 65 | 23 | 74%","38% | 65 | 23 | 74%","38% | 65 | 23 | 74%","38% | 65 | 23 | 74%"
"87","2015-08-23","4:00PM","24","2nd_half","Manly","6","1","0","1","1","0","0","0","0","","","3","6","20","11","84","684","42","291","28","219","7","59","4","37","0","0","2","43","81","606","2","0","18","217","158","6","3","9","3","11","7 (147m) | 0 | 0","7 (147m) | 0 | 0","7 (147m) | 0 | 0","7 (147m) | 0 | 0","69 | 25 | 28 | 16","69 | 25 | 28 | 16","69 | 25 | 28 | 16","69 | 25 | 28 | 16","49% | 82 | 22 | 79%","49% | 82 | 22 | 79%","49% | 82 | 22 | 79%","49% | 82 | 22 | 79%"
"88","2015-08-23","4:00PM","24","match","Parramatta","20","4","3","2","4","0","0","0","0","","","3","8","38","25","169","1307","95","733","32","248","16","109","10","79","0","0","9","74","153","1169","4","3","23","426","293","12","9","28","9","16","21 (545m) | 0 | 0","21 (545m) | 0 | 0","21 (545m) | 0 | 0","21 (545m) | 0 | 0","150 | 36 | 91 | 23","150 | 36 | 91 | 23","150 | 36 | 91 | 23","150 | 36 | 91 | 23","56% | 173 | 34 | 84%","56% | 173 | 34 | 84%","56% | 173 | 34 | 84%","56% | 173 | 34 | 84%"
"89","2015-08-23","4:00PM","24","1st_half","Parramatta","14","3","3","1","3","0","0","0","0","","","1","8","19","15","90","713","43","334","21","171","5","40","10","79","0","0","6","53","79","624","3","3","14","224","130","1","5","10","6","5","13 (307m) | 0 | 0","13 (307m) | 0 | 0","13 (307m) | 0 | 0","13 (307m) | 0 | 0","79 | 15 | 47 | 17","79 | 15 | 47 | 17","79 | 15 | 47 | 17","79 | 15 | 47 | 17","62% | 93 | 8 | 92%","62% | 93 | 8 | 92%","62% | 93 | 8 | 92%","62% | 93 | 8 | 92%"
"90","2015-08-23","4:00PM","24","2nd_half","Parramatta","6","1","0","1","1","0","0","0","0","","","2","8","19","10","79","594","52","399","11","77","11","69","0","0","0","0","3","21","74","545","1","0","9","202","163","11","4","18","3","11","8 (238m) | 0 | 0","8 (238m) | 0 | 0","8 (238m) | 0 | 0","8 (238m) | 0 | 0","71 | 21 | 44 | 6","71 | 21 | 44 | 6","71 | 21 | 44 | 6","71 | 21 | 44 | 6","51% | 80 | 26 | 75%","51% | 80 | 26 | 75%","51% | 80 | 26 | 75%","51% | 80 | 26 | 75%"
"91","2015-08-24","7:00PM","24","match","Melbourne","6","1","0","1","1","0","0","0","0","","","8","8","34","26","142","1138","65","524","44","341","10","86","12","76","2","19","7","68","133","1046","2","1","10","358","416","14","9","25","14","13","18 (451m) | 0 | 6","18 (451m) | 0 | 6","18 (451m) | 0 | 6","18 (451m) | 0 | 6","115 | 22 | 66 | 27","115 | 22 | 66 | 27","115 | 22 | 66 | 27","115 | 22 | 66 | 27","40% | 142 | 32 | 82%","40% | 142 | 32 | 82%","40% | 142 | 32 | 82%","40% | 142 | 32 | 82%"
"92","2015-08-24","7:00PM","24","1st_half","Melbourne","6","1","0","1","1","0","0","0","0","","","4","3","14","12","64","540","32","283","16","129","4","28","6","41","1","8","4","39","59","489","1","0","2","161","216","3","1","11","7","6","7 (130m) | 0 | 1","7 (130m) | 0 | 1","7 (130m) | 0 | 1","7 (130m) | 0 | 1","51 | 9 | 32 | 10","51 | 9 | 32 | 10","51 | 9 | 32 | 10","51 | 9 | 32 | 10","38% | 62 | 6 | 91%","38% | 62 | 6 | 91%","38% | 62 | 6 | 91%","38% | 62 | 6 | 91%"
