"","date","time","round","period","team","score","tries","try_assists","conversions","conversion_attempts","penalty_goals","penalty_goal_attempts","field_goals","field_goal_attempts","sin_bins","send_offs","penalties","scrums","sets","completions","total_runs","total_runs_metres","hitups","hitups_metres","runs","runs_metres","dummy_half_runs","dummy_half_runs_metres","first_receiver_runs","first_receiver_runs_metres","ruck_runs","ruck_runs_metres","kick_return_runs","kick_return_runs_metres","total_runs_in_general_play","total_runs_in_general_play_metres","line_breaks","line_break_assists","tackle_breaks","receives","tackles","one_on_one_tackles","ineffective_tackles","missed_tackles","offloads","errors","kicks","kicks_metres","forty_twenty_kicks","line_dropouts","play_the_balls_total","play_the_balls_slow","play_the_balls_neutral","play_the_balls_fast","possession_percent","used_plays","unused_plays","possession_efficiency_percent"
"257","2015-07-25","7:30PM","20","1st_half","St George Illawarra","0","0","0","0","0","0","0","0","0","","","3","8","17","13","75","656","30","239","14","113","6","63","10","91","9","80","4","46","69","586","0","0","11","199","198","3","17","14","2","5","10 (283m) | 0 | 3","10 (283m) | 0 | 3","10 (283m) | 0 | 3","10 (283m) | 0 | 3","70 | 9 | 49 | 12","70 | 9 | 49 | 12","70 | 9 | 49 | 12","70 | 9 | 49 | 12","50% | 83 | 6 | 93%","50% | 83 | 6 | 93%","50% | 83 | 6 | 93%","50% | 83 | 6 | 93%"
"258","2015-07-25","7:30PM","20","2nd_half","St George Illawarra","4","1","1","0","1","0","0","0","0","","","5","8","18","10","78","688","26","190","28","306","3","22","9","58","7","54","4","45","73","630","2","2","25","209","188","8","4","10","7","9","4 (57m) | 0 | 2","4 (57m) | 0 | 2","4 (57m) | 0 | 2","4 (57m) | 0 | 2","57 | 10 | 41 | 6","57 | 10 | 41 | 6","57 | 10 | 41 | 6","57 | 10 | 41 | 6","45% | 67 | 18 | 79%","45% | 67 | 18 | 79%","45% | 67 | 18 | 79%","45% | 67 | 18 | 79%"
"259","2015-07-25","7:30PM","20","match","South Sydney","52","10","8","6","10","0","0","0","1","","","7","7","44","42","195","1562","113","792","38","368","13","112","7","58","1","6","10","73","172","1336","12","8","42","480","242","7","18","13","7","3","22 (619m) | 0 | 0","22 (619m) | 0 | 0","22 (619m) | 0 | 0","22 (619m) | 0 | 0","163 | 37 | 107 | 19","163 | 37 | 107 | 19","163 | 37 | 107 | 19","163 | 37 | 107 | 19","64% | 198 | 3 | 99%","64% | 198 | 3 | 99%","64% | 198 | 3 | 99%","64% | 198 | 3 | 99%"
"260","2015-07-25","7:30PM","20","1st_half","South Sydney","36","7","5","4","7","0","0","0","0","","","3","3","19","18","91","760","50","328","21","235","8","74","1","9","0","0","5","49","80","646","8","6","24","216","117","4","13","4","5","1","6 (249m) | 0 | 0","6 (249m) | 0 | 0","6 (249m) | 0 | 0","6 (249m) | 0 | 0","70 | 12 | 51 | 7","70 | 12 | 51 | 7","70 | 12 | 51 | 7","70 | 12 | 51 | 7","61% | 86 | 2 | 98%","61% | 86 | 2 | 98%","61% | 86 | 2 | 98%","61% | 86 | 2 | 98%"
"261","2015-07-25","7:30PM","20","2nd_half","South Sydney","16","3","3","2","3","0","0","0","1","","","4","4","25","24","104","802","63","464","17","133","5","38","6","49","1","6","5","24","92","690","4","2","18","264","125","3","5","9","2","2","16 (370m) | 0 | 0","16 (370m) | 0 | 0","16 (370m) | 0 | 0","16 (370m) | 0 | 0","93 | 25 | 56 | 12","93 | 25 | 56 | 12","93 | 25 | 56 | 12","93 | 25 | 56 | 12","66% | 112 | 1 | 99%","66% | 112 | 1 | 99%","66% | 112 | 1 | 99%","66% | 112 | 1 | 99%"
"262","2015-07-25","7:30PM","20","match","Newcastle","6","1","1","1","1","0","0","0","0","","","3","1","24","16","108","988","67","562","14","137","7","66","3","28","0","0","15","171","91","793","2","2","13","276","411","17","9","42","9","12","15 (364m) | 0 | 3","15 (364m) | 0 | 3","15 (364m) | 0 | 3","15 (364m) | 0 | 3","92 | 18 | 64 | 10","92 | 18 | 64 | 10","92 | 18 | 64 | 10","92 | 18 | 64 | 10","36% | 111 | 25 | 82%","36% | 111 | 25 | 82%","36% | 111 | 25 | 82%","36% | 111 | 25 | 82%"
"263","2015-07-25","7:30PM","20","1st_half","Newcastle","6","1","1","1","1","0","0","0","0","","","2","1","10","9","52","448","36","300","5","53","2","17","2","20","0","0","5","34","45","390","2","2","4","132","173","7","7","24","6","4","8 (238m) | 0 | 0","8 (238m) | 0 | 0","8 (238m) | 0 | 0","8 (238m) | 0 | 0","45 | 10 | 30 | 5","45 | 10 | 30 | 5","45 | 10 | 30 | 5","45 | 10 | 30 | 5","39% | 55 | 2 | 96%","39% | 55 | 2 | 96%","39% | 55 | 2 | 96%","39% | 55 | 2 | 96%"
"264","2015-07-25","7:30PM","20","2nd_half","Newcastle","0","0","0","0","0","0","0","0","0","","","1","1","14","7","56","540","31","262","9","84","5","49","1","8","0","0","10","137","46","403","0","0","9","144","238","10","2","18","3","8","7 (126m) | 0 | 3","7 (126m) | 0 | 3","7 (126m) | 0 | 3","7 (126m) | 0 | 3","47 | 8 | 34 | 5","47 | 8 | 34 | 5","47 | 8 | 34 | 5","47 | 8 | 34 | 5","34% | 56 | 23 | 71%","34% | 56 | 23 | 71%","34% | 56 | 23 | 71%","34% | 56 | 23 | 71%"
"265","2015-07-26","2:00PM","20","match","Penrith","24","4","2","4","4","0","0","0","0","","","4","3","36","22","164","1450","67","587","45","396","10","75","14","111","10","96","12","116","146","1265","8","3","42","405","354","9","18","32","22","12","14 (320m) | 0 | 2","14 (320m) | 0 | 2","14 (320m) | 0 | 2","14 (320m) | 0 | 2","133 | 27 | 85 | 21","133 | 27 | 85 | 21","133 | 27 | 85 | 21","133 | 27 | 85 | 21","50% | 155 | 41 | 79%","50% | 155 | 41 | 79%","50% | 155 | 41 | 79%","50% | 155 | 41 | 79%"
"266","2015-07-26","2:00PM","20","1st_half","Penrith","18","3","1","3","3","0","0","0","0","","","1","1","17","10","79","685","40","346","19","179","4","33","5","34","1","3","6","47","69","595","4","2","20","178","167","3","12","20","6","5","9 (219m) | 0 | 1","9 (219m) | 0 | 1","9 (219m) | 0 | 1","9 (219m) | 0 | 1","64 | 10 | 49 | 5","64 | 10 | 49 | 5","64 | 10 | 49 | 5","64 | 10 | 49 | 5","50% | 72 | 22 | 77%","50% | 72 | 22 | 77%","50% | 72 | 22 | 77%","50% | 72 | 22 | 77%"
"267","2015-07-26","2:00PM","20","2nd_half","Penrith","6","1","1","1","1","0","0","0","0","","","3","2","19","12","85","765","27","241","26","217","6","42","9","77","9","93","6","69","77","670","4","1","22","227","187","6","6","12","16","7","5 (101m) | 0 | 1","5 (101m) | 0 | 1","5 (101m) | 0 | 1","5 (101m) | 0 | 1","69 | 17 | 36 | 16","69 | 17 | 36 | 16","69 | 17 | 36 | 16","69 | 17 | 36 | 16","49% | 83 | 19 | 81%","49% | 83 | 19 | 81%","49% | 83 | 19 | 81%","49% | 83 | 19 | 81%"
"268","2015-07-26","2:00PM","20","match","Canberra","34","6","5","5","6","0","0","0","0","","","5","6","36","30","159","1407","91","773","24","245","10","76","10","72","10","92","5","38","145","1258","5","3","32","376","323","21","35","42","11","10","18 (540m) | 0 | 1","18 (540m) | 0 | 1","18 (540m) | 0 | 1","18 (540m) | 0 | 1","135 | 23 | 89 | 23","135 | 23 | 89 | 23","135 | 23 | 89 | 23","135 | 23 | 89 | 23","50% | 166 | 27 | 86%","50% | 166 | 27 | 86%","50% | 166 | 27 | 86%","50% | 166 | 27 | 86%"
"269","2015-07-26","2:00PM","20","1st_half","Canberra","18","3","3","3","3","0","0","0","0","","","2","6","16","13","79","658","50","397","14","114","3","22","3","24","1","10","3","13","71","567","3","1","20","186","156","8","10","20","7","4","9 (352m) | 0 | 1","9 (352m) | 0 | 1","9 (352m) | 0 | 1","9 (352m) | 0 | 1","64 | 11 | 44 | 9","64 | 11 | 44 | 9","64 | 11 | 44 | 9","64 | 11 | 44 | 9","50% | 77 | 13 | 86%","50% | 77 | 13 | 86%","50% | 77 | 13 | 86%","50% | 77 | 13 | 86%"
"270","2015-07-26","2:00PM","20","2nd_half","Canberra","16","3","2","2","3","0","0","0","0","","","3","6","20","17","80","749","41","376","10","131","7","54","7","48","9","82","2","25","74","691","2","2","12","190","167","13","25","22","4","6","9 (188m) | 0 | 0","9 (188m) | 0 | 0","9 (188m) | 0 | 0","9 (188m) | 0 | 0","71 | 12 | 45 | 14","71 | 12 | 45 | 14","71 | 12 | 45 | 14","71 | 12 | 45 | 14","51% | 89 | 14 | 86%","51% | 89 | 14 | 86%","51% | 89 | 14 | 86%","51% | 89 | 14 | 86%"
"271","2015-07-26","4:00PM","20","match","Canterbury-Bankstown","16","3","2","2","3","0","0","0","0","","","6","11","36","20","152","1221","84","663","35","292","10","68","12","98","4","42","3","18","145","1163","2","3","22","344","321","12","16","20","13","20","10 (213m) | 0 | 1","10 (213m) | 0 | 1","10 (213m) | 0 | 1","10 (213m) | 0 | 1","107 | 13 | 77 | 17","107 | 13 | 77 | 17","107 | 13 | 77 | 17","107 | 13 | 77 | 17","46% | 127 | 61 | 68%","46% | 127 | 61 | 68%","46% | 127 | 61 | 68%","46% | 127 | 61 | 68%"
"272","2015-07-26","4:00PM","20","1st_half","Canterbury-Bankstown","4","1","1","0","1","0","0","0","0","","","4","7","17","11","66","503","47","367","9","74","5","32","2","13","0","0","1","10","63","486","1","1","6","164","158","4","9","10","2","10","6 (158m) | 0 | 1","6 (158m) | 0 | 1","6 (158m) | 0 | 1","6 (158m) | 0 | 1","54 | 6 | 40 | 8","54 | 6 | 40 | 8","54 | 6 | 40 | 8","54 | 6 | 40 | 8","47% | 62 | 26 | 70%","47% | 62 | 26 | 70%","47% | 62 | 26 | 70%","47% | 62 | 26 | 70%"
"273","2015-07-26","4:00PM","20","2nd_half","Canterbury-Bankstown","12","2","1","2","2","0","0","0","0","","","2","4","19","9","86","718","37","296","26","218","5","36","10","85","4","42","2","8","82","677","1","2","16","180","163","8","7","10","11","10","4 (55m) | 0 | 0","4 (55m) | 0 | 0","4 (55m) | 0 | 0","4 (55m) | 0 | 0","53 | 7 | 37 | 9","53 | 7 | 37 | 9","53 | 7 | 37 | 9","53 | 7 | 37 | 9","44% | 65 | 35 | 65%","44% | 65 | 35 | 65%","44% | 65 | 35 | 65%","44% | 65 | 35 | 65%"
"274","2015-07-26","4:00PM","20","match","Cronulla","18","3","3","2","3","1","1","0","1","","","13","11","40","23","163","1383","97","871","28","218","11","77","12","92","7","52","2","6","155","1310","3","1","20","373","268","14","22","22","10","19","11 (143m) | 0 | 1","11 (143m) | 0 | 1","11 (143m) | 0 | 1","11 (143m) | 0 | 1","128 | 32 | 83 | 13","128 | 32 | 83 | 13","128 | 32 | 83 | 13","128 | 32 | 83 | 13","54% | 138 | 54 | 72%","54% | 138 | 54 | 72%","54% | 138 | 54 | 72%","54% | 138 | 54 | 72%"
"275","2015-07-26","4:00PM","20","1st_half","Cronulla","6","1","1","1","1","0","0","0","0","","","8","11","21","12","81","691","48","421","19","167","4","28","6","37","0","0","2","6","77","653","1","0","10","193","140","2","3","6","6","9","5 (39m) | 0 | 1","5 (39m) | 0 | 1","5 (39m) | 0 | 1","5 (39m) | 0 | 1","60 | 19 | 37 | 4","60 | 19 | 37 | 4","60 | 19 | 37 | 4","60 | 19 | 37 | 4","53% | 67 | 31 | 68%","53% | 67 | 31 | 68%","53% | 67 | 31 | 68%","53% | 67 | 31 | 68%"
"276","2015-07-26","4:00PM","20","2nd_half","Cronulla","12","2","2","1","2","1","1","0","1","","","5","11","19","11","82","692","49","450","9","51","7","49","6","55","7","52","0","0","78","657","2","1","10","180","128","12","19","16","4","10","6 (104m) | 0 | 0","6 (104m) | 0 | 0","6 (104m) | 0 | 0","6 (104m) | 0 | 0","68 | 13 | 46 | 9","68 | 13 | 46 | 9","68 | 13 | 46 | 9","68 | 13 | 46 | 9","56% | 71 | 23 | 76%","56% | 71 | 23 | 76%","56% | 71 | 23 | 76%","56% | 71 | 23 | 76%"
"277","2015-07-27","7:00PM","20","match","North Queensland","46","8","6","7","8","0","0","0","0","","","6","3","41","31","169","1673","90","772","31","315","11","162","16","152","0","0","13","165","148","1401","10","4","31","397","299","12","12","15","3","13","15 (405m) | 0 | 1","15 (405m) | 0 | 1","15 (405m) | 0 | 1","15 (405m) | 0 | 1","141 | 37 | 63 | 41","141 | 37 | 63 | 41","141 | 37 | 63 | 41","141 | 37 | 63 | 41","54% | 172 | 30 | 85%","54% | 172 | 30 | 85%","54% | 172 | 30 | 85%","54% | 172 | 30 | 85%"
"278","2015-07-27","7:00PM","20","1st_half","North Queensland","10","2","2","1","2","0","0","0","0","","","3","2","20","14","80","748","35","288","16","117","5","91","12","110","0","0","9","104","68","606","4","2","17","189","147","2","6","10","2","7","7 (207m) | 0 | 0","7 (207m) | 0 | 0","7 (207m) | 0 | 0","7 (207m) | 0 | 0","68 | 13 | 31 | 24","68 | 13 | 31 | 24","68 | 13 | 31 | 24","68 | 13 | 31 | 24","54% | 81 | 22 | 79%","54% | 81 | 22 | 79%","54% | 81 | 22 | 79%","54% | 81 | 22 | 79%"
"279","2015-07-27","7:00PM","20","2nd_half","North Queensland","36","6","4","6","6","0","0","0","0","","","3","1","21","17","89","925","55","484","15","198","6","71","4","42","0","0","4","61","80","795","6","2","14","208","152","10","6","5","1","6","8 (198m) | 0 | 1","8 (198m) | 0 | 1","8 (198m) | 0 | 1","8 (198m) | 0 | 1","73 | 24 | 32 | 17","73 | 24 | 32 | 17","73 | 24 | 32 | 17","73 | 24 | 32 | 17","54% | 91 | 8 | 92%","54% | 91 | 8 | 92%","54% | 91 | 8 | 92%","54% | 91 | 8 | 92%"
"280","2015-07-27","7:00PM","20","match","Parramatta","4","1","1","0","1","0","0","0","0","","","3","8","32","22","142","1083","74","581","29","198","12","119","15","125","2","12","7","25","132","1035","2","2","15","357","365","11","4","31","8","11","18 (538m) | 0 | 2","18 (538m) | 0 | 2","18 (538m) | 0 | 2","18 (538m) | 0 | 2","121 | 33 | 56 | 32","121 | 33 | 56 | 32","121 | 33 | 56 | 32","121 | 33 | 56 | 32","46% | 144 | 22 | 87%","46% | 144 | 22 | 87%","46% | 144 | 22 | 87%","46% | 144 | 22 | 87%"
"281","2015-07-27","7:00PM","20","1st_half","Parramatta","4","1","1","0","1","0","0","0","0","","","2","8","18","13","70","556","34","266","12","114","4","42","12","95","2","12","4","16","64","529","1","1","10","183","180","4","2","17","4","5","10 (347m) | 0 | 2","10 (347m) | 0 | 2","10 (347m) | 0 | 2","10 (347m) | 0 | 2","59 | 10 | 26 | 23","59 | 10 | 26 | 23","59 | 10 | 26 | 23","59 | 10 | 26 | 23","46% | 73 | 15 | 83%","46% | 73 | 15 | 83%","46% | 73 | 15 | 83%","46% | 73 | 15 | 83%"
"282","2015-07-27","7:00PM","20","2nd_half","Parramatta","0","0","0","0","0","0","0","0","0","","","1","8","14","9","72","527","40","315","17","84","8","77","3","30","0","0","3","9","68","506","1","1","5","174","185","7","2","14","4","6","8 (191m) | 0 | 0","8 (191m) | 0 | 0","8 (191m) | 0 | 0","8 (191m) | 0 | 0","62 | 23 | 30 | 9","62 | 23 | 30 | 9","62 | 23 | 30 | 9","62 | 23 | 30 | 9","46% | 71 | 7 | 91%","46% | 71 | 7 | 91%","46% | 71 | 7 | 91%","46% | 71 | 7 | 91%"
"283","2015-07-17","7:35PM","19","match","Parramatta","4","1","1","0","1","0","0","0","0","","","7","5","33","26","170","1567","79","735","53","472","12","153","9","73","2","14","11","67","155","1447","2","2","24","421","348","13","29","22","17","9","20 (448m) | 0 | 0","20 (448m) | 0 | 0","20 (448m) | 0 | 0","20 (448m) | 0 | 0","138 | 30 | 69 | 39","138 | 30 | 69 | 39","138 | 30 | 69 | 39","138 | 30 | 69 | 39","51% | 161 | 15 | 91%","51% | 161 | 15 | 91%","51% | 161 | 15 | 91%","51% | 161 | 15 | 91%"
"284","2015-07-17","7:35PM","19","1st_half","Parramatta","4","1","1","0","1","0","0","0","0","","","6","2","20","15","96","942","47","459","23","235","6","80","8","66","2","14","6","35","86","854","2","2","17","237","163","2","7","8","9","5","9 (222m) | 0 | 0","9 (222m) | 0 | 0","9 (222m) | 0 | 0","9 (222m) | 0 | 0","78 | 21 | 23 | 34","78 | 21 | 23 | 34","78 | 21 | 23 | 34","78 | 21 | 23 | 34","58% | 92 | 11 | 89%","58% | 92 | 11 | 89%","58% | 92 | 11 | 89%","58% | 92 | 11 | 89%"
"285","2015-07-17","7:35PM","19","2nd_half","Parramatta","0","0","0","0","0","0","0","0","0","","","1","3","13","11","74","625","32","276","30","237","6","73","1","7","0","0","5","32","69","593","0","0","7","184","185","11","22","14","8","4","11 (226m) | 0 | 0","11 (226m) | 0 | 0","11 (226m) | 0 | 0","11 (226m) | 0 | 0","60 | 9 | 46 | 5","60 | 9 | 46 | 5","60 | 9 | 46 | 5","60 | 9 | 46 | 5","45% | 69 | 4 | 95%","45% | 69 | 4 | 95%","45% | 69 | 4 | 95%","45% | 69 | 4 | 95%"
"286","2015-07-17","7:35PM","19","match","Canterbury-Bankstown","28","5","2","4","5","0","0","0","0","","","6","8","37","27","167","1665","81","681","46","528","15","148","9","80","0","0","11","165","151","1437","8","1","22","391","321","5","29","24","21","9","17 (457m) | 0 | 2","17 (457m) | 0 | 2","17 (457m) | 0 | 2","17 (457m) | 0 | 2","131 | 36 | 66 | 29","131 | 36 | 66 | 29","131 | 36 | 66 | 29","131 | 36 | 66 | 29","49% | 160 | 25 | 86%","49% | 160 | 25 | 86%","49% | 160 | 25 | 86%","49% | 160 | 25 | 86%"
"287","2015-07-17","7:35PM","19","1st_half","Canterbury-Bankstown","6","1","1","1","1","0","0","0","0","","","4","8","17","11","71","674","37","301","15","181","5","51","7","75","0","0","6","53","64","608","2","0","8","173","184","3","16","17","5","5","8 (178m) | 0 | 2","8 (178m) | 0 | 2","8 (178m) | 0 | 2","8 (178m) | 0 | 2","57 | 20 | 22 | 15","57 | 20 | 22 | 15","57 | 20 | 22 | 15","57 | 20 | 22 | 15","42% | 70 | 11 | 86%","42% | 70 | 11 | 86%","42% | 70 | 11 | 86%","42% | 70 | 11 | 86%"
"288","2015-07-17","7:35PM","19","2nd_half","Canterbury-Bankstown","22","4","1","3","4","0","0","0","0","","","2","8","20","16","96","991","44","380","31","347","10","97","2","5","0","0","5","112","87","829","6","1","14","218","137","2","13","7","16","4","9 (279m) | 0 | 0","9 (279m) | 0 | 0","9 (279m) | 0 | 0","9 (279m) | 0 | 0","74 | 16 | 44 | 14","74 | 16 | 44 | 14","74 | 16 | 44 | 14","74 | 16 | 44 | 14","55% | 90 | 14 | 87%","55% | 90 | 14 | 87%","55% | 90 | 14 | 87%","55% | 90 | 14 | 87%"
"289","2015-07-17","7:35PM","19","match","Melbourne","52","10","8","6","10","0","0","0","0","","","5","5","40","34","179","1595","62","482","62","585","6","56","13","78","15","121","10","157","158","1322","13","9","54","433","279","8","19","17","18","5","19 (599m) | 1 | 1","19 (599m) | 1 | 1","19 (599m) | 1 | 1","19 (599m) | 1 | 1","134 | 21 | 88 | 25","134 | 21 | 88 | 25","134 | 21 | 88 | 25","134 | 21 | 88 | 25","57% | 164 | 24 | 87%","57% | 164 | 24 | 87%","57% | 164 | 24 | 87%","57% | 164 | 24 | 87%"
"290","2015-07-17","7:35PM","19","1st_half","Melbourne","26","5","4","3","5","0","0","0","0","","","4","3","24","21","93","819","36","283","26","260","3","32","5","37","10","79","5","36","80","691","7","5","33","240","125","4","11","2","8","3","14 (464m) | 1 | 0","14 (464m) | 1 | 0","14 (464m) | 1 | 0","14 (464m) | 1 | 0","77 | 14 | 49 | 14","77 | 14 | 49 | 14","77 | 14 | 49 | 14","77 | 14 | 49 | 14","65% | 96 | 12 | 89%","65% | 96 | 12 | 89%","65% | 96 | 12 | 89%","65% | 96 | 12 | 89%"
"291","2015-07-17","7:35PM","19","2nd_half","Melbourne","26","5","4","3","5","0","0","0","0","","","1","2","16","13","86","776","26","199","36","325","3","24","8","41","5","42","5","121","78","631","6","4","21","193","154","4","8","15","10","2","5 (135m) | 0 | 1","5 (135m) | 0 | 1","5 (135m) | 0 | 1","5 (135m) | 0 | 1","57 | 7 | 39 | 11","57 | 7 | 39 | 11","57 | 7 | 39 | 11","57 | 7 | 39 | 11","50% | 68 | 12 | 85%","50% | 68 | 12 | 85%","50% | 68 | 12 | 85%","50% | 68 | 12 | 85%"
"292","2015-07-17","7:35PM","19","match","Penrith","10","2","2","1","2","0","0","0","0","Isaah Yeo 37m","","5","4","25","18","130","1040","57","472","25","222","9","43","18","104","9","72","8","75","118","913","3","2","17","296","354","13","26","54","11","10","12 (329m) | 0 | 2","12 (329m) | 0 | 2","12 (329m) | 0 | 2","12 (329m) | 0 | 2","100 | 15 | 75 | 10","100 | 15 | 75 | 10","100 | 15 | 75 | 10","100 | 15 | 75 | 10","43% | 123 | 12 | 91%","43% | 123 | 12 | 91%","43% | 123 | 12 | 91%","43% | 123 | 12 | 91%"
"293","2015-07-17","7:35PM","19","1st_half","Penrith","0","0","0","0","0","0","0","0","0","Isaah Yeo 37m","","3","4","11","7","53","399","19","159","9","61","4","20","9","56","6","47","6","56","47","343","0","0","2","121","206","6","13","33","6","6","5 (162m) | 0 | 2","5 (162m) | 0 | 2","5 (162m) | 0 | 2","5 (162m) | 0 | 2","42 | 7 | 30 | 5","42 | 7 | 30 | 5","42 | 7 | 30 | 5","42 | 7 | 30 | 5","35% | 51 | 7 | 88%","35% | 51 | 7 | 88%","35% | 51 | 7 | 88%","35% | 51 | 7 | 88%"
"294","2015-07-17","7:35PM","19","2nd_half","Penrith","10","2","2","1","2","0","0","0","0","","","2","4","14","11","77","641","38","313","16","161","5","23","9","48","3","25","2","19","71","570","3","2","15","175","148","7","13","21","5","4","7 (167m) | 0 | 0","7 (167m) | 0 | 0","7 (167m) | 0 | 0","7 (167m) | 0 | 0","58 | 8 | 45 | 5","58 | 8 | 45 | 5","58 | 8 | 45 | 5","58 | 8 | 45 | 5","50% | 72 | 5 | 94%","50% | 72 | 5 | 94%","50% | 72 | 5 | 94%","50% | 72 | 5 | 94%"
"295","2015-07-18","3:00PM","19","match","Canberra","20","3","3","2","3","2","2","0","1","","","8","6","38","28","168","1467","76","700","34","270","11","106","24","223","4","31","14","78","149","1330","3","1","21","367","395","6","15","28","21","14","18 (650m) | 1 | 2","18 (650m) | 1 | 2","18 (650m) | 1 | 2","18 (650m) | 1 | 2","130 | 18 | 68 | 44","130 | 18 | 68 | 44","130 | 18 | 68 | 44","130 | 18 | 68 | 44","46% | 155 | 30 | 84%","46% | 155 | 30 | 84%","46% | 155 | 30 | 84%","46% | 155 | 30 | 84%"
"296","2015-07-18","3:00PM","19","1st_half","Canberra","4","1","1","0","1","0","0","0","0","","","4","3","18","12","72","605","36","327","12","98","5","45","9","71","1","3","7","41","63","544","2","0","5","166","190","3","10","10","7","7","8 (299m) | 1 | 1","8 (299m) | 1 | 1","8 (299m) | 1 | 1","8 (299m) | 1 | 1","57 | 12 | 23 | 22","57 | 12 | 23 | 22","57 | 12 | 23 | 22","57 | 12 | 23 | 22","46% | 69 | 23 | 75%","46% | 69 | 23 | 75%","46% | 69 | 23 | 75%","46% | 69 | 23 | 75%"
"297","2015-07-18","3:00PM","19","2nd_half","Canberra","16","2","2","2","2","2","2","0","0","","","4","3","19","15","90","790","38","358","21","157","5","51","14","133","3","28","6","24","81","727","1","1","15","188","188","2","5","14","13","7","10 (351m) | 0 | 1","10 (351m) | 0 | 1","10 (351m) | 0 | 1","10 (351m) | 0 | 1","68 | 6 | 41 | 21","68 | 6 | 41 | 21","68 | 6 | 41 | 21","68 | 6 | 41 | 21","48% | 85 | 7 | 92%","48% | 85 | 7 | 92%","48% | 85 | 7 | 92%","48% | 85 | 7 | 92%"
"298","2015-07-18","3:00PM","19","Extra_time","Canberra","0","0","0","0","0","0","0","0","1","","","0","0","1","1","6","72","2","15","1","15","1","10","1","19","0","0","1","13","5","59","0","0","1","13","17","1","0","4","1","0","0 (0m) | 0 | 0","0 (0m) | 0 | 0","0 (0m) | 0 | 0","0 (0m) | 0 | 0","5 | 0 | 4 | 1","5 | 0 | 4 | 1","5 | 0 | 4 | 1","5 | 0 | 4 | 1","36% | 1 | 0 | 100%","36% | 1 | 0 | 100%","36% | 1 | 0 | 100%","36% | 1 | 0 | 100%"
"299","2015-07-18","3:00PM","19","match","Cronulla","21","3","3","2","3","2","2","1","1","","","10","8","45","36","188","1817","76","732","59","576","6","85","19","155","7","70","13","110","167","1618","5","5","28","466","315","4","33","21","12","10","17 (403m) | 0 | 0","17 (403m) | 0 | 0","17 (403m) | 0 | 0","17 (403m) | 0 | 0","150 | 39 | 76 | 35","150 | 39 | 76 | 35","150 | 39 | 76 | 35","150 | 39 | 76 | 35","54% | 187 | 25 | 88%","54% | 187 | 25 | 88%","54% | 187 | 25 | 88%","54% | 187 | 25 | 88%"
"300","2015-07-18","3:00PM","19","1st_half","Cronulla","12","2","2","1","2","1","1","0","0","","","7","8","23","19","88","849","36","351","28","265","4","64","8","70","3","25","5","30","79","775","2","2","10","217","138","2","11","5","7","4","8 (191m) | 0 | 0","8 (191m) | 0 | 0","8 (191m) | 0 | 0","8 (191m) | 0 | 0","68 | 22 | 25 | 21","68 | 22 | 25 | 21","68 | 22 | 25 | 21","68 | 22 | 25 | 21","54% | 87 | 9 | 91%","54% | 87 | 9 | 91%","54% | 87 | 9 | 91%","54% | 87 | 9 | 91%"
"301","2015-07-18","3:00PM","19","2nd_half","Cronulla","8","1","1","1","1","1","1","0","0","","","3","8","20","15","89","813","36","340","27","232","2","21","11","85","3","33","7","64","79","711","1","1","14","221","166","2","20","15","5","6","8 (179m) | 0 | 0","8 (179m) | 0 | 0","8 (179m) | 0 | 0","8 (179m) | 0 | 0","73 | 16 | 45 | 12","73 | 16 | 45 | 12","73 | 16 | 45 | 12","73 | 16 | 45 | 12","52% | 89 | 16 | 85%","52% | 89 | 16 | 85%","52% | 89 | 16 | 85%","52% | 89 | 16 | 85%"
"302","2015-07-18","5:30PM","19","match","Newcastle","30","5","4","4","5","1","1","0","0","","","7","5","44","32","189","1646","80","613","36","288","7","48","24","220","25","246","7","81","172","1415","4","2","43","482","291","16","18","26","16","14","24 (546m) | 0 | 1","24 (546m) | 0 | 1","24 (546m) | 0 | 1","24 (546m) | 0 | 1","162 | 25 | 109 | 28","162 | 25 | 109 | 28","162 | 25 | 109 | 28","162 | 25 | 109 | 28","58% | 188 | 42 | 82%","58% | 188 | 42 | 82%","58% | 188 | 42 | 82%","58% | 188 | 42 | 82%"
"303","2015-07-18","5:30PM","19","1st_half","Newcastle","20","3","3","3","3","1","1","0","0","","","4","3","19","14","77","735","31","263","9","60","2","22","13","125","13","146","5","57","68","616","2","1","23","187","139","13","10","13","5","7","10 (215m) | 0 | 1","10 (215m) | 0 | 1","10 (215m) | 0 | 1","10 (215m) | 0 | 1","66 | 9 | 43 | 14","66 | 9 | 43 | 14","66 | 9 | 43 | 14","66 | 9 | 43 | 14","52% | 79 | 18 | 81%","52% | 79 | 18 | 81%","52% | 79 | 18 | 81%","52% | 79 | 18 | 81%"
"304","2015-07-18","5:30PM","19","2nd_half","Newcastle","10","2","1","1","2","0","0","0","0","","","3","2","25","18","112","911","49","350","27","228","5","26","11","95","12","100","2","24","104","799","2","1","20","295","152","3","8","13","11","7","14 (331m) | 0 | 0","14 (331m) | 0 | 0","14 (331m) | 0 | 0","14 (331m) | 0 | 0","96 | 16 | 66 | 14","96 | 16 | 66 | 14","96 | 16 | 66 | 14","96 | 16 | 66 | 14","64% | 109 | 24 | 82%","64% | 109 | 24 | 82%","64% | 109 | 24 | 82%","64% | 109 | 24 | 82%"
